	business_id	name	neighborhood	address	city	state	postal_code	latitude	longitude	stars	review_count	is_open	categories
80559	ySI7ekLdawZqhVaEE9Umng	"""Huntington Beach"""		"""Lake Rd"""	Bay Village	OH	44140	41.4892409	-81.9307337	4.0	30	1	Beaches;Active Life;Swimming Pools
80569	UnrzTeGWRUoOodn-cE1G7A	"""Tres Chic"""	Civic Center	"""1211 Saint Clair Ave NE, Ste 125"""	Cleveland	OH	44114	41.5056631	-81.68742	5.0	17	1	Beauty & Spas;Hair Removal;Hair Salons;Nail Salons
80613	A66bAQdNWYHzhe-_7tm4Dg	"""West Town Village Market"""	West Boulevard	"""3645 W 117th St"""	Cleveland	OH	44111	41.453728	-81.768383	5.0	6	1	Grocery;Food
80656	1P4VWKDPCNAyw_OSI56XWQ	"""Skyline Chili"""		"""5706 Mayfield Rd"""	Lyndhurst	OH	44124	41.5197951	-81.4737151	4.0	34	1	Restaurants;Fast Food;American (Traditional)
80661	M2NOHjzsUajX7cU0GeJZYw	"""Jason's Barber Shop"""		"""13326 Madison Ave"""	Lakewood	OH	44107	41.4772346	-81.7827489	5.0	7	1	Barbers;Beauty & Spas
80701	Um68_R8V2r5OLOuksJXLnw	"""Famous Gyro George"""	Stockyards	"""3765 Ridge Rd"""	Cleveland	OH	44144	41.4535438	-81.7371052	3.0	4	1	Greek;Sandwiches;Chicken Wings;Restaurants
80708	Q7Xw5YbS4wN7sdqZRsq4vQ	"""Cardstore"""		"""1 American Rd"""	Cleveland	OH	44144	41.4375	-81.7636255	2.5	7	1	Event Planning & Services;Arts & Crafts;Shopping;Flowers & Gifts;Cards & Stationery
80711	baF4nJVU0WDpmY__TPTU3w	"""Lowe's Home Improvement"""		"""7327 Northcliff Ave"""	Cleveland	OH	44144	41.42316	-81.7359748	3.5	10	1	Building Supplies;Home Services
80713	KzDq9qyw1yrVnmPfHEnW4g	"""The Camp Transformation Center - Parma"""	Cascade Crossing	"""5275 Commerce Pkwy W"""	Parma	OH	44130	41.417571	-81.7610804	5.0	3	1	Fitness & Instruction;Health & Medical;Weight Loss Centers;Active Life;Gyms
80719	EhtwKWKG3GPxm94OBimBDQ	"""The Doggie Spa"""		"""1205 E 305th St"""	WICKLIFFE	OH	44092	41.6209836	-81.4566129	4.0	4	1	Pet Sitting;Pet Groomers;Pet Services;Pets
80728	0eI_N7f7z06TmYAjRCc5Mw	"""Finish Line Car Wash"""		"""33060 Solon Rd"""	Solon	OH	44139	41.388713	-81.443779	3.5	7	1	Food;Automotive;Car Wash
80773	BhjE5cG6KXtC9T3hpd9eVw	"""Towne Auto Sales"""		"""790 N Court St"""	Medina	OH	44256	41.1486051	-81.8632845	3.5	6	1	Automotive;Car Dealers;Auto Repair;Auto Loan Providers;Auto Detailing
80798	IarLBVbjB_rLDdZeCg-ydg	"""Umami"""		"""42 N Main St"""	Chagrin Falls	OH	44022	41.430982	-81.391463	3.5	58	1	Restaurants;Salad;Bars;Seafood;Nightlife;Asian Fusion;Cocktail Bars
80806	0_-iBZtkhJcJzdUi1yJGGg	"""Eton: Chagrin Boulevard"""		"""28601 Chagrin Blvd, Ste 250"""	Woodmere	OH	44122	41.4632992	-81.4766241	4.0	24	1	Shopping;Shopping Centers
80818	QY1c64999GIxuXtzdFMbqQ	"""Mr. Chicken"""		"""5451 Pearl Rd"""	Cleveland	OH	44129	41.4123412	-81.7348529	4.0	9	1	Chicken Shop;Restaurants
80820	pdQHaELsxvKDGOYo8UGCaA	"""Royal Car Care & Tire Center"""		"""1404 Pearl Rd"""	Brunswick	OH	44212	41.2371469	-81.8417301	3.0	4	1	Automotive;Oil Change Stations;Tires;Auto Repair;Transmission Repair
80831	oxBIZ7SpJBN42aEyznfnAQ	"""Gionino's Pizzeria"""		"""9750 Olde 8 Rd"""	Northfield	OH	44067	41.325526	-81.5378831	3.0	9	1	Restaurants;Pizza
80840	E5DmIvvCCHmk_CtXMPS7Hw	"""Cleveland Police Deptartment"""	Campus District	"""2100 Payne Ave"""	Cleveland	OH	44114	41.5030753192	-81.6782535622	1.0	5	1	Public Services & Government;Police Departments
80843	H1sxX1PP9A91_MxznrdR-w	"""H&R Block"""		"""15321 Detroit Ave"""	Lakewood	OH	44107	41.4847785019	-81.803451106	4.0	3	1	Accountants;Local Services;Tax Services;Financial Services;Notaries;Financial Advising;Professional Services
80849	wSAGILK2CFbq5BVZ5D67-A	"""Adega"""	Gateway District	"""2017 E 9th St"""	Cleveland	OH	44115	41.4997734	-81.6858686	3.5	147	1	Bars;Food;Hotels & Travel;Lounges;Event Planning & Services;Mediterranean;Greek;Nightlife;Hotels;Breakfast & Brunch;Beer;Wine & Spirits;Restaurants
80926	7sGBIfLdpGV6pmzNyRuLFQ	"""Sweet CeCe's"""		"""1100 W Royalton Rd"""	Broadview Heights	OH	44147	41.3159380826	-81.6879572338	3.5	10	1	Juice Bars & Smoothies;Ice Cream & Frozen Yogurt;Food
80934	SIdA020Wagb_3zeed7d7Cg	"""Consign Home Couture"""		"""25017 Center Ridge Rd"""	Westlake	OH	44145	41.4569899927	-81.897663567	3.0	5	1	Home & Garden;Shopping;Furniture Stores;Used;Vintage & Consignment;Fashion
80944	0LW5iSWBBwIb_E23W9Cuiw	"""Sunshine Dry Cleaners"""	Riverside	"""4477 Rocky River Dr"""	Cleveland	OH	44135	41.4331931	-81.8228395	4.0	4	1	Dry Cleaning;Local Services;Laundry Services;Dry Cleaning & Laundry
80954	dQwjYLmQXb06CpMPIpm5-g	"""Villa Y Zapata"""	Cudell	"""8505-09 Madison Ave"""	Cleveland	OH	44102	41.476881	-81.743512	4.0	73	1	Restaurants;Mexican
80958	m8e_G1oOUF11HjHc91gdoQ	"""Fitworks Rocky River"""		"""20001 Center Ridge"""	Rocky River	OH	44116	41.463402	-81.844111	3.5	7	1	Gyms;Active Life;Trainers;Fitness & Instruction
80986	OdLYPceRdj07gC378sruMw	"""Taco Bell"""		"""3776 W 150th Street"""	Cleveland	OH	44111	41.451878	-81.801603	3.0	8	1	Restaurants;Fast Food;Mexican;Tex-Mex
81012	EpJhRvkGDFE-GDPHM32klw	"""Aladdin's Eatery"""		"""151 Crocker Park Blvd"""	Westlake	OH	44145	41.4593545	-81.9513419	4.0	80	1	Mediterranean;Restaurants;Middle Eastern
81025	eXJEiAuNRLbU5EzdAkj9yQ	"""Blissful Foot Spa"""		"""27629 Chagrin Blvd, Ste 102"""	Woodmere	OH	44122	41.4626894	-81.4829286	4.5	11	1	Reflexology;Health & Medical;Beauty & Spas;Massage;Traditional Chinese Medicine
81036	b3dq4zNg_22FrWr9286Zig	"""All Brides Beautiful"""		"""219 N Main St"""	Hudson	OH	44236	41.2429693	-81.4402427	4.5	5	1	Bridal;Shopping
81052	18b_QEiqTD7cwJTLjNgw3g	"""Noodlecat"""	Ohio City	"""West Side Market, 1979 W 25th St"""	Cleveland	OH	44113	41.4846863	-81.7030619	3.0	11	0	Restaurants;Asian Fusion
81064	hQH8HuPlutFC_L90cEt_-w	"""Sheetz"""	Cascade Crossing	"""10315 Cascade Crossing"""	Brooklyn	OH	44144	41.422661415	-81.7586828136	4.0	9	1	Automotive;Convenience Stores;Gas Stations;Food
81082	0lFAD4CuWcQVl9u3-lRaCQ	"""Cruisers Bar and Grill"""		"""240 E Hines Hill Rd"""	Hudson	OH	44236	41.259887	-81.503619	3.0	9	1	Nightlife;Restaurants;Bars;Pubs;American (Traditional)
81083	neHxzHKgk_FhpPwZ-3XP5w	"""Varsity Club of Hudson"""		"""11 Atterbury Blvd"""	Hudson	OH	44236	41.2408998	-81.446017	2.5	16	0	Restaurants;American (Traditional);Burgers;Nightlife;Sports Bars;Bars
81094	R4fBpgWzxwmLtT6cDMvgcg	"""Las Americas"""		"""25650 Aurora Rd"""	Bedford	OH	44146	41.408098	-81.497417	4.5	19	1	Beauty & Spas;Latin American;Grocery;Mexican;Hair Salons;Food;Peruvian;Restaurants
81136	xoT3L5yS5dCkVIcK59uLtQ	"""Fleet Feet Sports"""		"""114 E Aurora Rd, Ste 200"""	Northfield	OH	44067	41.3138546	-81.5347747	4.5	11	1	Shopping;Sporting Goods
81139	OR_se1JeDNDYLdOa7uT9Fw	"""Cuyahoga County Public Library - Beachwood Branch"""		"""25501 Shaker Blvd"""	Beachwood	OH	44122	41.4797986	-81.4985719	4.0	7	1	Libraries;Public Services & Government
81144	pByOvSdhIDqtkGjAw5ZlpA	"""Nervous Dog Coffee Bar and Roaster"""		"""4161 Steels Pointe Rd"""	Stow	OH	44224	41.1825660223	-81.482763961	4.0	45	1	Food;Coffee & Tea
81145	rlDuAQgXTnVcdFXeEiE53A	"""Antonio's"""		"""7401 W Ridgewood Dr"""	Parma	OH	44129	41.3834820256	-81.7352918628	4.0	61	1	Event Planning & Services;Pizza;Caterers;Sandwiches;Italian;Restaurants
81175	-g4nKtwFs2ZqC-P_caNmxg	"""Stone Gables"""	Ohio City	"""3806 Franklin Blvd"""	Cleveland	OH	44113	41.4863105	-81.7142627	5.0	7	1	Hotels & Travel;Hotels;Event Planning & Services;Bed & Breakfast
81217	jmTirQw-n4V_Z4g1-RE9iw	"""Kung Fu Tea"""	University	"""11310-11314 Euclid Ave"""	Cleveland	OH	44106	41.5080721634	-81.6057522141	4.5	35	1	Restaurants;Juice Bars & Smoothies;Coffee & Tea;Japanese;Bubble Tea;Food
81238	TCkmgOfreqwSZMTlTGRQhg	"""Cinemark At Valley View"""		"""6001 Canal Rd"""	Valley View	OH	44125	41.3992568943	-81.6238215678	4.0	91	1	Arts & Entertainment;Cinema
81246	clmjilkPbjl3B5qRSHB1rQ	"""Auntie Anne's"""	Tower City	"""230 W Huron Rd"""	Cleveland	OH	44113	41.4969048	-81.6936185	2.5	3	1	Pretzels;Fast Food;Bakeries;Food;Restaurants
81287	Xs2MWO1-iNmX6Okf2UUUhQ	"""Pizza Hut"""	South Broadway	"""6557 Broadway Ave"""	Cleveland	OH	44105	41.4619829	-81.641952	2.0	4	1	Pizza;Restaurants;Italian;Chicken Wings
81313	RqwuaHAybTqbkmGe1RZLXQ	"""Embassy Suites by Hilton Cleveland Beachwood"""		"""3775 Park East Dr"""	Beachwood	OH	44122	41.45824	-81.492745	3.5	45	1	Hotels;Event Planning & Services;Hotels & Travel
81319	5GuB6dY1ZWlb0D5zJJ08xg	"""Dave's Cosmic Subs"""		"""1176 N Court St"""	Medina	OH	44256	41.1553044	-81.8626772	3.0	6	1	Food;Sandwiches;Restaurants
81355	obULsqXLYvIRy-QRgSlrtg	"""Kidforce Collectibles"""		"""103 Front St"""	Berea	OH	44017	41.368192	-81.8533823	5.0	7	1	Comic Books;Books;Mags;Music & Video;Shopping
81395	YAhRuV3oRkwGk3Or9PJ3Ww	"""Happy Garden"""		"""3725 Medina Rd, Ste 103"""	Medina	OH	44256	41.137737	-81.8210427	3.0	13	1	Restaurants;Food;Poke;Seafood;Chinese
81415	gg7s0IUsDsge1Cpg5J2MQQ	"""King Nails"""		"""14763 Pearl Rd"""	Strongsville	OH	44136	41.307263	-81.833857	5.0	3	1	Nail Salons;Beauty & Spas
81437	74wHNZVCy8s9HELtUdxvOg	"""The Olive and The Grape"""		"""7771 Mentor Ave"""	Mentor	OH	44060	41.6604058	-81.3634372	3.0	6	1	Specialty Food;Food
81439	wsHuESTgmZfmI5YMXAMEhA	"""Augie's Pizza"""		"""5210 Chillicothe Rd"""	Chagrin Falls	OH	44022	41.4305791	-81.338827	4.5	24	1	Pizza;Restaurants
81460	kKTXiGVLEVpPA7r2R6baVw	"""Uncle Joe's Bar & Grill"""		"""6211 W 130th St"""	Parma Heights	OH	44130	41.394558	-81.783869	4.0	9	1	Nightlife;American (New);Beer;Wine & Spirits;Food;Beer Bar;Bars;Restaurants
81467	rYY9SH5EjkWBQiQ7JbVVEA	"""Difranco Contractors"""		"""9970 Mentor Rd"""	Chardon	OH	44024	41.599285	-81.238218	3.5	3	1	Contractors;Waterproofing;Masonry/Concrete;Home Services
81476	-OD5KnGJk4Ld8IVa2jAuFA	"""First Watch - Breakfast, Brunch & Lunch"""		"""2051 Portage Trl"""	Cuyahoga Falls	OH	44223	41.1483815	-81.5084873	4.0	41	1	American (Traditional);Restaurants;Cafes;Breakfast & Brunch
81494	dyJsv02GJgQZBl2Lh3vjjg	"""Addy's Restaurant"""	Civic Center	"""99 W St Clair Ave"""	Cleveland	OH	44113	41.5009585	-81.6955688	3.5	30	0	Diners;Restaurants
81498	3wGZo0_T-oXdFJ86S8mT6Q	"""Macy's"""		"""4301 Kent Rd"""	Stow	OH	44224	41.158287	-81.402977	2.5	7	1	Women's Clothing;Shopping;Men's Clothing;Department Stores;Shoe Stores;Fashion
81507	z9raV7X7cMhGhsOP-bxr7A	"""Wasabi Japanese Steakhouse"""		"""4181 Rockside Rd"""	Independence	OH	44131	41.400242	-81.662117	4.0	122	1	Restaurants;Japanese;Sushi Bars;Steakhouses
81519	4bbnMcaVJYlDcTj1vgOvFA	"""Bella Mia West Salon & Spa"""		"""8185 Brecksville Rd, Ste 101"""	Brecksville	OH	44141	41.3394574	-81.6278071	2.0	5	1	Beauty & Spas;Hair Salons
81534	neZUiLyT-8pWeGuBACVVZg	"""Crooked River Crossfit"""		"""701 Beta Dr, Unit  19"""	Mayfield	OH	44143	41.5435177	-81.4434	4.5	3	1	Fitness & Instruction;Gyms;Active Life;Trainers
81551	uv-e-d43NN-1_DcCoJL-Og	"""Best Buy"""		"""7400 Brookpark Rd"""	Cleveland	OH	44129	41.4172020456	-81.7337329155	2.5	29	1	IT Services & Computer Repair;Car Stereo Installation;Local Services;Shopping;Computers;Automotive
81555	F9JDMhOEDsE0PnutWhGqAQ	"""Pizza Hut"""	Cudell	"""10616 Lorain Ave"""	Cleveland	OH	44111	41.4657903	-81.7611404	1.0	4	1	Chicken Wings;Restaurants;Pizza;Italian
81590	n3VKDpNlYr5vVEzHmUOE1w	"""Nirvana Pizza"""		"""622 Dover Center Rd"""	Bay Village	OH	44140	41.4784630441	-81.9222868234	4.0	14	0	Restaurants;Pizza
81615	VXVrYjLRqNpQY-ogN9ztmQ	"""Cleveland Vegan"""		"""17112 Detroit Ave"""	Lakewood	OH	44107	41.485757	-81.815983	4.5	73	1	Vegan;Food;Event Planning & Services;Caterers;Restaurants;Personal Chefs;Vegetarian
81616	uuQDpnCYn1Nf2pXZTtMLHg	"""New China King"""		"""16210 Madison Ave"""	Lakewood	OH	44107	41.4778102	-81.8113072	4.0	49	1	Chinese;Restaurants
81641	3VZ98ST9--1a5XkqKT-xCA	"""Sandy's Frozen Whip"""	North Collinwood	"""17635 Lake Shore Blvd"""	Cleveland	OH	44119	41.5841258	-81.5573908	4.5	12	1	Ice Cream & Frozen Yogurt;Food
81665	FnE_WckfalB0tBlXj205-w	"""McDonald's"""	South Broadway	"""6332 Broadway Ave"""	Cleveland	OH	44105	41.4625961	-81.646597	2.0	3	1	Restaurants;Fast Food;Burgers
81670	p2OvNFiFKnRoWSRON4-lcA	"""Bistro Du Beaujolais"""		"""8134 Columbia Rd"""	Olmsted Falls	OH	44017	41.3739472099	-81.9020729663	4.5	46	1	Restaurants;Nightlife;French;Bars;Wine Bars
81690	wocg2YpNwhbhBIM7oLKIcw	"""Cuyahoga County Public Library"""		"""1876 S Green Rd"""	South Euclid	OH	44121	41.509023	-81.520355	4.5	4	1	Libraries;Public Services & Government
81715	me95qqH0lf8lbITxSWFp-Q	"""The Frosty Beaver Saloon"""		"""13334 Lorain Rd"""	Cleveland	OH	44111	41.4517679	-81.8254071	3.5	3	1	Dive Bars;Bars;Nightlife
81722	IpQG7s5l7ba5NxyzTxn7pg	"""Hunan by the Falls"""		"""508 E Washington St"""	Chagrin Falls	OH	44022	41.425766	-81.374078	4.0	66	1	Thai;Chinese;Restaurants
81730	kuat1b49OXRPpfNLy7YtRQ	"""ATIKA Styles Beauty Salon"""	Old Brooklyn	"""4488 Pearl Rd"""	Cleveland	OH	44109	41.4336121	-81.7116894	5.0	3	1	Skin Care;Hair Salons;Hair Stylists;Beauty & Spas;Nail Salons
81754	ByQ08I1k0abt69nhcrF8gg	"""Liz Nails"""		"""18338 Bagley Rd"""	Cleveland	OH	44130	41.373934	-81.830332	2.0	5	1	Beauty & Spas;Nail Salons
81755	Yvt-RV4Ti5V43jNkmAM06Q	"""Hollywood Star Nails & Tanning"""		"""6853 W 130th St"""	Cleveland	OH	44130	41.377823054	-81.783801703	3.0	21	1	Beauty & Spas;Nail Salons
81759	aMQ9eniSKkEkL0id93Y9cw	"""Carmella's Pizza Bazaar"""		"""804 E 222nd St"""	Euclid	OH	44123	41.5925764	-81.5270479	4.5	13	1	Restaurants;Pizza
81782	g8j8smhtrKi1ycTilf1D5w	"""Chagrin River Outfitters"""		"""100 N Main St, Ste 150"""	Chagrin Falls	OH	44022	41.4328284	-81.3926088	3.0	3	1	Active Life;Sporting Goods;Outdoor Gear;Shopping
81827	Hlm-Md6o9-6uAVvReMfKng	"""Foundation Transportation"""	Industrial Valley	""""""	Cleveland	OH	44101	41.4908027	-81.6726759	5.0	3	1	Limos;Party Bus Rentals;Airports;Airport Shuttles;Tours;Event Planning & Services;Travel Services;Transportation;Hotels & Travel
81845	I03AuueyYV6vZwG1GQYokg	"""Gibb's Lounge"""		"""3560 Mayfield Rd"""	Cleveland Heights	OH	44118	41.519171	-81.5495196	2.5	3	1	Nightlife;Lounges;Bars
81866	WttsJknMbph6FEV4bE9h_g	"""European Wax Center"""		"""17100 Royalton Rd"""	Strongsville	OH	44136	41.313925	-81.8192337	3.5	10	1	Skin Care;Beauty & Spas;Hair Removal;Waxing
81868	19XrUtv48YyAsTcbfTw1mQ	"""C&J's Diner"""		"""2341 Pearl Rd"""	Medina	OH	44256	41.2130991973	-81.8407490481	4.5	6	1	Restaurants;Breakfast & Brunch
81886	Qz8_nNqHhNeU1BkVl_VWsg	"""ACME Fresh Market"""		"""2630 Bailey Rd"""	Cuyahoga Falls	OH	44221	41.1455119	-81.474684	2.5	4	1	Food;Grocery
81890	w-kLXMWb3tF5cnqyAa782Q	"""Blum's Paper Goods"""		"""14437 Cedar Rd"""	Cleveland	OH	44121	41.5013965	-81.5200609	2.5	3	1	Party Supplies;Event Planning & Services
81920	ybjN0J8hmsHKrbYLxRh0jg	"""Einstein Bros Bagels"""		"""54 Shopping Plz"""	Chagrin Falls	OH	44022	41.431263	-81.390773	3.0	5	1	Restaurants;Food;Coffee & Tea;Bagels
81939	X0mNw8owxgJXrgTBR-7Yfg	"""Jack Flaps Luncheonette"""	Gateway District	"""530 Euclid Ave, Ste 10"""	Cleveland	OH	44115	41.4991433401	-81.6891262712	3.5	138	1	Restaurants;Breakfast & Brunch;American (New)
81970	nn8CMP4dDO0M2sA4jo309w	"""Concoctions Leaf And Bean"""		"""668 Broadway Ave"""	Bedford	OH	44146	41.3931096	-81.5365094	4.5	8	1	Tea Rooms;Coffee & Tea;Food
81975	p-_hYJPZCfmolguipMB3sg	"""Detzel's Garage"""		"""32094 Detroit Rd"""	Avon	OH	44011	41.458005	-81.9706004	3.5	3	1	Auto Repair;Automotive;Body Shops;Car Wash
81976	ixKdWyaYb44IDJHXXQWCpA	"""Chagrin Pet, Garden, & Power Equipment"""		"""188 Solon Rd"""	Chagrin Falls	OH	44022	41.424441	-81.397067	4.0	3	1	Nurseries & Gardening;Pet Stores;Pets;Shopping;Firewood;Landscaping;Farming Equipment;Home Services;Home & Garden
81980	4lCTd6-EzOuKl4YbH9gnxw	"""The Detroiter"""		"""14701 Detroit Ave"""	Lakewood	OH	44107	41.4848675	-81.7987089	4.0	30	0	Desserts;Food;Restaurants;Nightlife;American (New);Sports Bars;Comfort Food;Bars
81981	SPUqc611F4XOy3ZodAxmow	"""Palm Beach Tan"""		"""14879 Detroit Rd"""	Lakewood	OH	44107	41.4850386	-81.8012255	3.5	14	1	Tanning;Beauty & Spas
81982	_eNeiqWPt1MPLFF6DEIJeA	"""Roxu Fusion"""		"""15607 Madison Ave"""	Lakewood	OH	44107	41.4771295248	-81.8059138865	3.5	97	0	Restaurants;Nightlife;Bars;Japanese;Asian Fusion;Cocktail Bars;Sushi Bars;Seafood;French
82017	ksRZWiGGaGxKoc0fnFf6ew	"""The Beauty Nook"""		"""20532 Southgate Park Blvd"""	Maple Heights	OH	44137	41.412872	-81.535622	5.0	3	1	Massage;Waxing;Skin Care;Cosmetics & Beauty Supply;Beauty & Spas;Shopping;Hair Removal;Makeup Artists
82025	aTFmU9dCoGGmvzDSsa5lhA	"""Murphys Ale House"""		"""7503 Granger Rd"""	Valley View	OH	44125	41.414809	-81.636224	2.0	29	0	Nightlife;Irish;Restaurants;Bars
82042	UirWbEXBYqw9cE63Ph-Png	"""Jimmy Daddona's"""		"""6200 Enterprise Pkwy"""	Solon	OH	44139	41.3921009	-81.464559	3.5	57	0	Restaurants;American (New);Italian
82070	-BX2FrUbRD-8kt1W4ZDEcg	"""Richland Cafe"""		"""14027 Madison Ave"""	Lakewood	OH	44107	41.4768267	-81.7905844	4.0	11	1	Nightlife;Bars
82119	82TLb6WP9VOyi_l24XHThA	"""Target"""	Tremont	"""3535 Steelyard Dr"""	Cleveland	OH	44109	41.4581142	-81.6891417	4.0	24	1	Department Stores;Fashion;Drugstores;Shopping
82124	rqn8CnMIT4mmV4DaaLYz2w	"""Bremec Greenhouse and Nursery"""		"""12265 Chillicothe Rd"""	Chesterland	OH	44026	41.536474	-81.336103	3.5	3	1	Home Services;Nurseries & Gardening;Shopping;Home & Garden;Landscaping
82125	lQMZ2Rd0jGf1ZpekZpr1MA	"""China Sea"""	East 185th	"""417 E 200th St"""	Euclid	OH	44119	41.5946437	-81.5398781	4.0	20	1	Chinese;Restaurants
82130	qYVnkuzE4f_BQ93exV6LMQ	"""O'Connor's Auto Body & Towing"""		"""29090 Anderson Rd"""	Wickliffe	OH	44092	41.6052672	-81.4807387	5.0	3	1	Body Shops;Automotive;Towing;Auto Repair
82131	lzmDqHzJaZhI4K_AsY4uEA	"""Sheetz"""		"""600 N Mantua St"""	Kent	OH	44240	41.1589054	-81.3601932	4.0	3	1	Food;Convenience Stores
82160	dpEE0QVbYvpbuYgXBawmDg	"""Crop Rocks"""	East Bank	"""1061 Old River Rd"""	Cleveland	OH	44113	41.4998405207	-81.7065384898	3.0	34	0	Nightlife;American (New);Bars;Restaurants
82166	F9cIT7WD2-AgovgZ-INoRg	"""Brunswick Auto Mart"""		"""3031 Center Rd"""	Brunswick	OH	44212	41.2391692	-81.7958341	2.0	32	1	Body Shops;Car Dealers;Automotive;Hotels & Travel;Auto Repair;Car Rental;Auto Parts & Supplies
82182	kkNWzhSpAjxm0zIxol3IzQ	"""BiryaniHut Express"""		"""26569 Center Ridge Rd"""	Westlake	OH	44145	41.4510113	-81.914599	4.5	35	1	Indian;Restaurants
82201	uke_IRNei9JKvMheuEUnpg	"""Helen's Sunrise Cafe"""		"""37111 Euclid Ave"""	Willoughby	OH	44094	41.629331	-81.420948	3.5	3	0	Cafes;Restaurants
82203	5ZPdD1EZWtUB_EFnIhZnPg	"""Old Whedon Grille"""		"""200 N Main St"""	Hudson	OH	44236	41.2426896	-81.4405978	2.0	7	0	Restaurants;American (Traditional)
82221	nsgj6_Ee9s95-pB0GaS0bQ	"""Mario's International Spa"""		"""Beachwood Pl"""	Cleveland	OH	44124	41.501364	-81.494641	3.0	4	0	Nail Salons;Beauty & Spas;Day Spas
82229	pkWfQZp2EEnmTIzeDx8DuA	"""Forever Friend Pet Services"""		""""""	Lakewood	OH	44107	41.4836446	-81.806039	5.0	7	0	Dog Walkers;Pets;Pet Services;Pet Sitting
82248	YEsFk6UHqD66O2m5jmXSYg	"""O'malley's Rockcliff"""		"""2589 Wooster Rd"""	Rocky River	OH	44116	41.470568	-81.836406	2.5	4	0	Restaurants;Steakhouses
82271	aWryuxbiA1BERZe0FhBvFg	"""BEMYDD"""	Industrial Valley	""""""	Cleveland	OH	44101	41.4908027	-81.6726759	2.5	3	1	Hotels & Travel;Transportation
82278	1Tall5Q7Jj18vbEnvMqY9g	"""Broadmoor Nail Spa"""		"""6025 Kruse Dr, Ste 113"""	Solon	OH	44139	41.3939240912	-81.4446084602	3.5	22	1	Nail Salons;Waxing;Day Spas;Skin Care;Eyelash Service;Beauty & Spas;Hair Removal
82307	GYJSOIIw5jheze2eZC45og	"""Parma Tire & Automotive"""		"""5966 State Rd"""	Cleveland	OH	44134	41.4007197	-81.7108794	5.0	3	1	Auto Repair;Hardware Stores;Automotive;Home & Garden;Shopping;Tires;Auto Parts & Supplies
82318	-F3aNOvzqFt65EeNUMVAOw	"""Gallery of Framing"""		"""131 Ghent Rd"""	Fairlawn	OH	44333	41.1338035762	-81.6143886745	3.5	3	1	Home Decor;Building Supplies;Photography Stores & Services;Art Galleries;Arts & Crafts;Framing;Event Planning & Services;Photographers;Home & Garden;Arts & Entertainment;Shopping;Home Services
82326	zqLWg-OpIauwUQn7E6XXyw	"""Men's Cuts"""		"""19063 Lake Ave"""	Rocky River	OH	44116	41.4836874	-81.833628	4.0	7	1	Beauty & Spas;Men's Hair Salons;Hair Salons;Barbers;Professional Services
82328	sS5-UR5I1N_JZx8UGt5xGg	"""Blue Bar"""	Gateway District	"""1260 Euclid Ave"""	Cleveland	OH	44115	41.500444	-81.683358	3.5	16	1	American (New);Restaurants
82345	5b8h5TsOTw5PZx8mP2Y4Lw	"""Sweeties Golfland"""		"""6770 Brookpark Rd"""	Cleveland	OH	44129	41.4199701	-81.7319187	4.5	14	1	Mini Golf;Active Life
82367	ZqS1Tgg5bx0mcAy85glndg	"""Stemmer's Auto Body"""		"""29930 Lorain Rd"""	North Olmsted	OH	44070	41.403338	-81.951593	5.0	3	1	Automotive;Auto Repair
82379	5YZzv4zxYbpD9Ex573C1Jw	"""Old Oak Bible Church"""		"""7575 Old Oak Blvd"""	Middleburg Heights	OH	44130	41.3601801	-81.8332626	2.5	3	1	Local Services;Child Care & Day Care;Religious Organizations;Churches;Venues & Event Spaces;Event Planning & Services;Party & Event Planning
82393	hghjB-bkXQ3RhrCY7VlbhA	"""Wishful Blinking"""		"""16363 Pearl Rd"""	Strongsville	OH	44136	41.2980439	-81.8346528	5.0	5	1	Beauty & Spas;Spray Tanning;Permanent Makeup;Hair Removal;Eyelash Service;Waxing;Tanning
82394	ArBw1wMMlN4ITj9pjyouKw	"""Nothing Bundt Cakes"""		"""13433 Pearl Rd"""	Strongsville	OH	44136	41.3162629	-81.8348412	5.0	9	1	Cupcakes;Food;Desserts;Bakeries
82404	I6Cjm4e5bg8ywf-FTQ6IZw	"""Hudson News"""	Riverside	"""5300 Riverside Dr"""	Cleveland	OH	44135	41.4087297645	-81.8402051926	3.5	7	1	Convenience Stores;Flowers & Gifts;Food;Shopping;Gift Shops
82410	8ou6p7T-3KaNOhDeln3Ccg	"""Fresco Mexican Grill & Salsa Bar"""		"""19310 Detroit Rd"""	Rocky River	OH	44116	41.4820019497	-81.8364767828	4.0	87	0	Mexican;Vegan;Tex-Mex;Nightlife;Caterers;Bars;Event Planning & Services;Restaurants;Vegetarian;Desserts;Food;Gluten-Free
82411	Rjnm0LazQQKok5H_-R4rDQ	"""Einstein Bros Bagels"""		"""19115 Detroit Rd"""	Rocky River	OH	44116	41.4822929	-81.8340087	3.0	4	1	Bagels;Food
82440	RDDjq0TovwUTBiJtpNbbww	"""Starbucks"""		"""27178 Lorain Rd"""	North Olmsted	OH	44070	41.41634	-81.92311	3.0	3	1	Food;Coffee & Tea
82446	AyzyqTk74oLJrhS_PdGA1g	"""Little Caesars"""		"""5721 Turney Rd"""	Cleveland	OH	44125	41.4076669	-81.598679	2.0	4	1	Pizza;Restaurants
